Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,Tumor Volume (mm3) Change,Initial Tumor Volume (mm3),Tumor Volume % Reduction
b487,Ceftamin,Female,6,28,25,56.05774909,1,11.057749090000002,45.0,24.572775755555558
b559,Naftisol,Male,20,26,0,45.0,0,0.0,45.0,0.0
b559,Naftisol,Male,20,26,5,47.40989731,0,2.409897309999998,45.0,5.355327355555551
b559,Naftisol,Male,20,26,10,48.03643202,0,3.0364320199999995,45.0,6.74762671111111
b559,Naftisol,Male,20,26,15,51.37886229,0,6.378862290000001,45.0,14.175249533333334
b559,Naftisol,Male,20,26,20,55.65445572,1,10.654455720000001,45.0,23.67656826666667
b559,Naftisol,Male,20,26,25,57.04366929,1,12.043669289999997,45.0,26.763709533333323
b559,Naftisol,Male,20,26,30,61.19038663,1,16.19038663,45.0,35.97863695555555
b559,Naftisol,Male,20,26,35,65.70576275,1,20.705762750000005,45.0,46.01280611111112
b559,Naftisol,Male,20,26,40,69.96961645,1,24.969616450000004,45.0,55.48803655555557
b559,Naftisol,Male,20,26,45,73.05136339,1,28.051363390000006,45.0,62.3363630888889
b759,Ceftamin,Female,12,25,0,45.0,0,0.0,45.0,0.0
b759,Ceftamin,Female,12,25,5,48.00919049,0,3.0091904900000017,45.0,6.687089977777781
b759,Ceftamin,Female,12,25,10,49.13335499,0,4.133354990000001,45.0,9.185233311111112
b759,Ceftamin,Female,12,25,15,51.58779906,0,6.587799060000002,45.0,14.639553466666671
b759,Ceftamin,Female,12,25,20,54.44303502,0,9.443035020000003,45.0,20.984522266666676
b759,Ceftamin,Female,12,25,25,55.08363235,0,10.083632350000002,45.0,22.408071888888895
b759,Ceftamin,Female,12,25,30,55.74282869,1,10.742828690000003,45.0,23.87295264444445
b879,Stelasyn,Female,4,26,0,45.0,0,0.0,45.0,0.0
b879,Stelasyn,Female,4,26,5,49.15615628,1,4.156156279999998,45.0,9.235902844444439
b879,Stelasyn,Female,4,26,10,50.33894583,1,5.33894583,45.0,11.864324066666667
b879,Stelasyn,Female,4,26,15,51.61838657,1,6.618386569999998,45.0,14.707525711111108
b879,Stelasyn,Female,4,26,20,53.98343568,1,8.98343568,45.0,19.9631904
b879,Stelasyn,Female,4,26,25,56.46998744,2,11.469987439999997,45.0,25.488860977777772
b879,Stelasyn,Female,4,26,30,60.90761481,2,15.907614809999998,45.0,35.35025513333333
b879,Stelasyn,Female,4,26,35,64.26088633,2,19.260886330000005,45.0,42.80196962222224
b879,Stelasyn,Female,4,26,40,67.18912666,2,22.18912666,45.0,49.30917035555555
b879,Stelasyn,Female,4,26,45,72.55523894,2,27.555238939999995,45.0,61.2338643111111
c139,Infubinol,Male,11,28,0,45.0,0,0.0,45.0,0.0
c139,Infubinol,Male,11,28,5,48.75311208,0,3.753112080000001,45.0,8.340249066666669
c139,Infubinol,Male,11,28,10,49.99295391,0,4.992953909999997,45.0,11.095453133333328
c139,Infubinol,Male,11,28,15,51.8332246,0,6.833224600000001,45.0,15.184943555555558
c139,Infubinol,Male,11,28,20,56.74200681,0,11.74200681,45.0,26.093348466666665
c139,Infubinol,Male,11,28,25,61.46196976,0,16.461969760000002,45.0,36.58215502222223
c139,Infubinol,Male,11,28,30,64.14987077,1,19.149870770000007,45.0,42.55526837777779
c139,Infubinol,Male,11,28,35,67.82141969,1,22.82141969,45.0,50.71426597777777
c139,Infubinol,Male,11,28,40,69.42814095,2,24.42814095,45.0,54.284757666666664
c139,Infubinol,Male,11,28,45,72.2267309,2,27.226730900000007,45.0,60.50384644444446
c264,Zoniferol,Female,11,27,0,45.0,0,0.0,45.0,0.0
c264,Zoniferol,Female,11,27,5,45.79170389,0,0.7917038900000009,45.0,1.7593419777777797
c264,Zoniferol,Female,11,27,10,49.02659196,0,4.0265919599999975,45.0,8.947982133333328
c264,Zoniferol,Female,11,27,15,53.66494165,1,8.664941650000003,45.0,19.255425888888894
c264,Zoniferol,Female,11,27,20,54.5681957,1,9.568195699999997,45.0,21.262657111111103
c264,Zoniferol,Female,11,27,25,56.96676876,2,11.96676876,45.0,26.59281946666667
c264,Zoniferol,Female,11,27,30,57.82391556,2,12.823915560000003,45.0,28.49759013333334
c264,Zoniferol,Female,11,27,35,61.07479506,2,16.07479506,45.0,35.7217668
c264,Zoniferol,Female,11,27,40,65.70832272,2,20.708322719999998,45.0,46.01849493333333
c264,Zoniferol,Female,11,27,45,67.94212107,2,22.94212107,45.0,50.98249126666666
c282,Placebo,Male,12,27,0,45.0,0,0.0,45.0,0.0
c282,Placebo,Male,12,27,5,45.72568973,0,0.7256897299999991,45.0,1.6126438444444426
c282,Placebo,Male,12,27,10,48.17950638,0,3.1795063799999994,45.0,7.065569733333332
c282,Placebo,Male,12,27,15,49.26607873,0,4.266078729999997,45.0,9.480174955555547
c282,Placebo,Male,12,27,20,51.95057423,0,6.950574230000001,45.0,15.445720511111114
c282,Placebo,Male,12,27,25,56.29220039,1,11.292200389999998,45.0,25.09377864444444
c282,Placebo,Male,12,27,30,59.00590207,1,14.005902069999998,45.0,31.124226822222216
c282,Placebo,Male,12,27,35,59.88765475,1,14.887654750000003,45.0,33.08367722222223
c282,Placebo,Male,12,27,40,65.02179944,2,20.021799439999995,45.0,44.49288764444444
c282,Placebo,Male,12,27,45,65.81516535,2,20.81516535,45.0,46.255923
c302,Zoniferol,Female,10,29,0,45.0,0,0.0,45.0,0.0
c302,Zoniferol,Female,10,29,5,47.69067986,1,2.690679860000003,45.0,5.979288577777784
c302,Zoniferol,Female,10,29,10,48.53356704,1,3.533567040000001,45.0,7.852371200000002
c302,Zoniferol,Female,10,29,15,52.71663459,2,7.716634589999998,45.0,17.148076866666663
c302,Zoniferol,Female,10,29,20,54.08090836,3,9.080908360000002,45.0,20.17979635555556
c302,Zoniferol,Female,10,29,25,55.07622853,3,10.076228530000002,45.0,22.391618955555558
c302,Zoniferol,Female,10,29,30,57.41974389,3,12.41974389,45.0,27.599430866666662
c302,Zoniferol,Female,10,29,35,62.23657157,3,17.236571570000002,45.0,38.30349237777778
c302,Zoniferol,Female,10,29,40,63.28107148,4,18.28107148,45.0,40.62460328888889
c302,Zoniferol,Female,10,29,45,64.57522157,4,19.575221569999997,45.0,43.500492377777775
c326,Infubinol,Female,18,25,0,45.0,0,0.0,45.0,0.0
c326,Infubinol,Female,18,25,5,36.3213458,0,-8.678654199999997,45.0,-19.285898222222215
c402,Stelasyn,Female,1,27,0,45.0,0,0.0,45.0,0.0
c402,Stelasyn,Female,1,27,5,49.3426301,1,4.342630100000001,45.0,9.650289111111112
c402,Stelasyn,Female,1,27,10,50.56689412,1,5.566894120000001,45.0,12.370875822222224
c402,Stelasyn,Female,1,27,15,52.23071944,1,7.230719440000001,45.0,16.068265422222225
c402,Stelasyn,Female,1,27,20,54.88332044,2,9.883320439999999,45.0,21.962934311111106
c402,Stelasyn,Female,1,27,25,58.26988853,2,13.269888530000003,45.0,29.488641177777787
c402,Stelasyn,Female,1,27,30,63.74319428,2,18.743194279999997,45.0,41.65154284444444
c402,Stelasyn,Female,1,27,35,65.8079627,2,20.807962700000004,45.0,46.239917111111126
c402,Stelasyn,Female,1,27,40,70.22229679,2,25.22229679,45.0,56.04954842222223
c402,Stelasyn,Female,1,27,45,74.04039018,3,29.040390180000003,45.0,64.5342004
c559,Zoniferol,Female,19,28,0,45.0,0,0.0,45.0,0.0
c559,Zoniferol,Female,19,28,5,46.56263793,0,1.562637930000001,45.0,3.4725287333333354
c559,Zoniferol,Female,19,28,10,47.29326012,0,2.2932601199999993,45.0,5.096133599999998
c559,Zoniferol,Female,19,28,15,51.41490358,1,6.414903580000001,45.0,14.25534128888889
c559,Zoniferol,Female,19,28,20,52.60436695,2,7.604366949999999,45.0,16.89859322222222
c559,Zoniferol,Female,19,28,25,54.55544168,2,9.555441680000001,45.0,21.234314844444448
c559,Zoniferol,Female,19,28,30,57.14614388,2,12.146143879999997,45.0,26.991430844444437
c559,Zoniferol,Female,19,28,35,59.45504074,2,14.455040740000001,45.0,32.12231275555556
c559,Zoniferol,Female,19,28,40,60.86184431,3,15.861844310000002,45.0,35.248542911111116
c559,Zoniferol,Female,19,28,45,61.84005842,4,16.84005842,45.0,37.42235204444444
c580,Ketapril,Male,22,25,0,45.0,0,0.0,45.0,0.0
c580,Ketapril,Male,22,25,5,46.6284548,0,1.6284548,45.0,3.6187884444444443
c580,Ketapril,Male,22,25,10,47.57017382,1,2.570173820000001,45.0,5.711497377777779
c580,Ketapril,Male,22,25,15,51.991708,1,6.991708000000003,45.0,15.537128888888896
c580,Ketapril,Male,22,25,20,55.57532195,2,10.575321950000003,45.0,23.50071544444445
c580,Ketapril,Male,22,25,25,56.28906231,2,11.289062309999998,45.0,25.08680513333333
c580,Ketapril,Male,22,25,30,58.04656941,3,13.046569409999996,45.0,28.99237646666666
c757,Placebo,Male,9,27,0,45.0,0,0.0,45.0,0.0
c757,Placebo,Male,9,27,5,47.78327981,0,2.7832798100000034,45.0,6.185066244444451
c757,Placebo,Male,9,27,10,49.21931669,0,4.219316689999999,45.0,9.37625931111111
c757,Placebo,Male,9,27,15,51.532603,0,6.532603000000002,45.0,14.516895555555559
c757,Placebo,Male,9,27,20,52.81863401,1,7.818634009999997,45.0,17.374742244444437
c757,Placebo,Male,9,27,25,57.10641821,2,12.106418210000001,45.0,26.903151577777777
c757,Placebo,Male,9,27,30,60.09857184,2,15.098571839999998,45.0,33.552381866666664
c757,Placebo,Male,9,27,35,64.29116351,2,19.291163510000004,45.0,42.86925224444445
c757,Placebo,Male,9,27,40,66.60436771,2,21.604367710000005,45.0,48.00970602222223
c757,Placebo,Male,9,27,45,69.04284082,3,24.042840819999995,45.0,53.428535155555544
c766,Placebo,Female,13,26,0,45.0,0,0.0,45.0,0.0
c766,Placebo,Female,13,26,5,47.31305537,0,2.3130553700000007,45.0,5.140123044444446
c766,Placebo,Female,13,26,10,49.50027098,1,4.500270980000003,45.0,10.000602177777786
c766,Placebo,Female,13,26,15,50.59663325,2,5.5966332499999965,45.0,12.43696277777777
c766,Placebo,Female,13,26,20,53.00686463,3,8.006864630000003,45.0,17.793032511111118
c766,Placebo,Female,13,26,25,58.21462437,3,13.214624370000003,45.0,29.365831933333343
c766,Placebo,Female,13,26,30,60.2559245,3,15.255924499999999,45.0,33.90205444444444
c766,Placebo,Female,13,26,35,65.95236791,4,20.952367910000007,45.0,46.56081757777779
c766,Placebo,Female,13,26,40,67.68529456,4,22.685294560000003,45.0,50.4117656888889
c766,Placebo,Female,13,26,45,69.82314577,4,24.823145769999996,45.0,55.162546155555546
c819,Ketapril,Male,21,25,0,45.0,0,0.0,45.0,0.0
c819,Ketapril,Male,21,25,5,45.76924864,1,0.7692486400000007,45.0,1.7094414222222238
c819,Ketapril,Male,21,25,10,46.65839527,1,1.6583952699999998,45.0,3.6853228222222216
c819,Ketapril,Male,21,25,15,48.37099912,1,3.3709991200000005,45.0,7.491109155555556
c819,Ketapril,Male,21,25,20,49.76241475,1,4.762414749999998,45.0,10.583143888888884
c819,Ketapril,Male,21,25,25,51.82835706,1,6.828357060000002,45.0,15.174126800000003
c819,Ketapril,Male,21,25,30,56.0989982,1,11.098998199999997,45.0,24.664440444444438
c819,Ketapril,Male,21,25,35,57.72953466,1,12.729534659999999,45.0,28.287854799999995
c819,Ketapril,Male,21,25,40,62.17570465,1,17.17570465,45.0,38.168232555555555
c832,Ketapril,Male,18,29,0,45.0,0,0.0,45.0,0.0
c832,Ketapril,Male,18,29,5,48.68546123,1,3.6854612300000014,45.0,8.189913844444447
c832,Ketapril,Male,18,29,10,49.81141262,1,4.811412619999999,45.0,10.692028044444442
c832,Ketapril,Male,18,29,15,52.86453449,1,7.864534489999997,45.0,17.476743311111104
c832,Ketapril,Male,18,29,20,56.71023353,1,11.710233529999996,45.0,26.02274117777777
c832,Ketapril,Male,18,29,25,58.89181644,2,13.89181644,45.0,30.870703199999998
c832,Ketapril,Male,18,29,30,60.49637579,2,15.496375790000002,45.0,34.43639064444445
c832,Ketapril,Male,18,29,35,61.12448717,2,16.124487170000002,45.0,35.83219371111112
c832,Ketapril,Male,18,29,40,62.57231816,2,17.572318160000002,45.0,39.04959591111111
c832,Ketapril,Male,18,29,45,65.41595451,3,20.415954510000006,45.0,45.368787800000014
c895,Infubinol,Female,7,29,0,45.0,0,0.0,45.0,0.0
c895,Infubinol,Female,7,29,5,45.47754399,0,0.4775439900000009,45.0,1.0612088666666688
c895,Infubinol,Female,7,29,10,49.77901542,0,4.77901542,45.0,10.620034266666668
c895,Infubinol,Female,7,29,15,52.94946474,1,7.949464740000003,45.0,17.66547720000001
c895,Infubinol,Female,7,29,20,53.6768396,2,8.676839600000001,45.0,19.281865777777778
c895,Infubinol,Female,7,29,25,57.53419288,2,12.534192879999999,45.0,27.853761955555555
c895,Infubinol,Female,7,29,30,60.96971133,2,15.969711330000003,45.0,35.488247400000006
c927,Propriva,Female,4,26,0,45.0,0,0.0,45.0,0.0
c927,Propriva,Female,4,26,5,46.35184205,0,1.351842050000002,45.0,3.0040934444444485
c927,Propriva,Female,4,26,10,50.96529767,1,5.965297669999998,45.0,13.25621704444444
c927,Propriva,Female,4,26,15,53.26643087,1,8.26643087,45.0,18.36984637777778
c927,Propriva,Female,4,26,20,55.48168922,1,10.48168922,45.0,23.29264271111111
c927,Propriva,Female,4,26,25,56.54551947,2,11.545519470000002,45.0,25.65670993333334
c927,Propriva,Female,4,26,30,60.7539246,2,15.753924599999998,45.0,35.00872133333333
c927,Propriva,Female,4,26,35,61.87227365,3,16.872273649999997,45.0,37.49394144444444
c927,Propriva,Female,4,26,40,64.18322918,4,19.183229179999998,45.0,42.62939817777777
d133,Zoniferol,Male,5,30,0,45.0,0,0.0,45.0,0.0
d164,Zoniferol,Male,21,28,0,45.0,0,0.0,45.0,0.0
d164,Zoniferol,Male,21,28,5,46.61767061,0,1.6176706099999976,45.0,3.5948235777777726
d164,Zoniferol,Male,21,28,10,47.47464468,1,2.4746446799999973,45.0,5.499210399999994
d474,Ketapril,Male,18,27,0,45.0,0,0.0,45.0,0.0
d474,Ketapril,Male,18,27,5,45.91835225,0,0.9183522499999981,45.0,2.0407827777777734
d474,Ketapril,Male,18,27,10,46.97496297,0,1.97496297,45.0,4.3888066
d474,Ketapril,Male,18,27,15,47.77793584,0,2.777935839999998,45.0,6.1731907555555505
d474,Ketapril,Male,18,27,20,51.73149416,0,6.731494159999997,45.0,14.958875911111106
d474,Ketapril,Male,18,27,25,54.27932462,0,9.279324619999997,45.0,20.62072137777777
d474,Ketapril,Male,18,27,30,55.34134157,0,10.341341569999997,45.0,22.980759044444437
d474,Ketapril,Male,18,27,35,56.47911257,0,11.479112569999998,45.0,25.50913904444444
d474,Ketapril,Male,18,27,40,60.23373278,1,15.233732779999997,45.0,33.8527395111111
e213,Naftisol,Male,8,27,0,45.0,0,0.0,45.0,0.0
e213,Naftisol,Male,8,27,5,45.69925018,1,0.6992501799999999,45.0,1.5538892888888889
e213,Naftisol,Male,8,27,10,47.3915712,2,2.3915712000000013,45.0,5.314602666666669
e213,Naftisol,Male,8,27,15,51.7916953,2,6.791695300000001,45.0,15.092656222222223
e213,Naftisol,Male,8,27,20,52.61376289,2,7.613762889999997,45.0,16.919473088888882
e213,Naftisol,Male,8,27,25,55.22447615,2,10.224476150000001,45.0,22.721058111111113
e213,Naftisol,Male,8,27,30,56.45872864,3,11.458728639999997,45.0,25.463841422222217
e213,Naftisol,Male,8,27,35,58.24585435,3,13.245854350000002,45.0,29.43523188888889
e213,Naftisol,Male,8,27,40,60.23654797,3,15.236547969999997,45.0,33.85899548888888
e213,Naftisol,Male,8,27,45,63.1056963,4,18.105696299999998,45.0,40.23488066666666
e227,Placebo,Male,1,30,0,45.0,0,0.0,45.0,0.0
e227,Placebo,Male,1,30,5,47.23801112,0,2.238011120000003,45.0,4.973358044444451
e227,Placebo,Male,1,30,10,51.34975705,1,6.349757050000001,45.0,14.110571222222223
e227,Placebo,Male,1,30,15,52.83394196,1,7.833941959999997,45.0,17.408759911111105
e227,Placebo,Male,1,30,20,56.6075521,1,11.6075521,45.0,25.794560222222223
e227,Placebo,Male,1,30,25,60.60029169,1,15.600291689999999,45.0,34.667314866666665
e227,Placebo,Male,1,30,30,62.46438515,2,17.46438515,45.0,38.80974477777777
e227,Placebo,Male,1,30,35,66.94912136,3,21.949121360000007,45.0,48.77582524444446
e227,Placebo,Male,1,30,40,70.7152176,3,25.715217600000003,45.0,57.14492800000001
e227,Placebo,Male,1,30,45,73.21293851,3,28.21293851,45.0,62.69541891111111
e291,Naftisol,Female,14,29,0,45.0,0,0.0,45.0,0.0
e291,Naftisol,Female,14,29,5,46.14250486,0,1.1425048600000025,45.0,2.5388996888888946
e291,Naftisol,Female,14,29,10,48.52974125,1,3.5297412500000007,45.0,7.8438694444444454
e291,Naftisol,Female,14,29,15,49.3484262,1,4.348426199999999,45.0,9.66316933333333
e291,Naftisol,Female,14,29,20,52.53376479,1,7.533764789999999,45.0,16.741699533333332
e291,Naftisol,Female,14,29,25,55.1389525,2,10.138952500000002,45.0,22.53100555555556
e476,Infubinol,Male,23,26,0,45.0,0,0.0,45.0,0.0
e476,Infubinol,Male,23,26,5,47.11180113,0,2.1118011300000035,45.0,4.692891400000008
e476,Infubinol,Male,23,26,10,49.43168536,0,4.431685360000003,45.0,9.848189688888896
e476,Infubinol,Male,23,26,15,54.04621267,0,9.046212670000003,45.0,20.10269482222223
e476,Infubinol,Male,23,26,20,55.24927296,0,10.249272959999999,45.0,22.77616213333333
e476,Infubinol,Male,23,26,25,57.408638,0,12.408638000000003,45.0,27.57475111111112
e476,Infubinol,Male,23,26,30,57.99279743,1,12.992797430000003,45.0,28.872883177777787
e476,Infubinol,Male,23,26,35,60.0643402,1,15.064340199999997,45.0,33.47631155555555
e476,Infubinol,Male,23,26,40,61.52527583,1,16.525275829999998,45.0,36.722835177777775
e476,Infubinol,Male,23,26,45,62.43540402,1,17.43540402,45.0,38.74534226666667
e584,Naftisol,Male,9,27,0,45.0,0,0.0,45.0,0.0
e584,Naftisol,Male,9,27,5,45.6569785,0,0.656978500000001,45.0,1.4599522222222245
e584,Naftisol,Male,9,27,10,47.25064148,0,2.2506414799999988,45.0,5.001425511111108
e584,Naftisol,Male,9,27,15,48.43041053,1,3.430410530000003,45.0,7.623134511111118
e584,Naftisol,Male,9,27,20,50.34492095,2,5.344920950000002,45.0,11.877602111111116
e584,Naftisol,Male,9,27,25,51.38641908,2,6.386419080000003,45.0,14.192042400000007
e584,Naftisol,Male,9,27,30,54.98440767,3,9.984407670000003,45.0,22.187572600000006
e584,Naftisol,Male,9,27,35,58.08655989,3,13.086559889999997,45.0,29.081244199999993
e584,Naftisol,Male,9,27,40,62.81687083,4,17.81687083,45.0,39.593046288888885
e584,Naftisol,Male,9,27,45,68.3597767,4,23.359776699999998,45.0,51.91061488888889
f129,Zoniferol,Female,11,29,0,45.0,0,0.0,45.0,0.0
f129,Zoniferol,Female,11,29,5,47.00059399,0,2.0005939899999987,45.0,4.4457644222222195
f129,Zoniferol,Female,11,29,10,48.17971908,1,3.179719079999998,45.0,7.066042399999996
f129,Zoniferol,Female,11,29,15,49.98830246,1,4.98830246,45.0,11.085116577777777
f234,Stelasyn,Male,14,28,0,45.0,0,0.0,45.0,0.0
f234,Stelasyn,Male,14,28,5,47.31349062,0,2.313490620000003,45.0,5.141090266666674
f234,Stelasyn,Male,14,28,10,47.90432375,0,2.904323750000003,45.0,6.454052777777784
f234,Stelasyn,Male,14,28,15,48.73519714,1,3.735197139999997,45.0,8.300438088888882
f234,Stelasyn,Male,14,28,20,51.11271293,2,6.112712930000001,45.0,13.583806511111113
f234,Stelasyn,Male,14,28,25,52.17860221,2,7.178602210000001,45.0,15.95244935555556
f234,Stelasyn,Male,14,28,30,56.87381654,2,11.87381654,45.0,26.38625897777778
f234,Stelasyn,Male,14,28,35,57.74875831,2,12.74875831,45.0,28.330574022222223
f278,Ketapril,Male,12,30,0,45.0,0,0.0,45.0,0.0
f278,Ketapril,Male,12,30,5,48.19457788,0,3.194577879999997,45.0,7.099061955555549
f345,Infubinol,Male,23,26,0,45.0,0,0.0,45.0,0.0
f345,Infubinol,Male,23,26,5,45.5911466,0,0.5911466000000019,45.0,1.3136591111111153
f345,Infubinol,Male,23,26,10,47.22244619,0,2.2224461899999994,45.0,4.93876931111111
f345,Infubinol,Male,23,26,15,48.35223854,0,3.352238540000002,45.0,7.449418977777782
f345,Infubinol,Male,23,26,20,49.61338303,0,4.613383030000001,45.0,10.251962288888892
f345,Infubinol,Male,23,26,25,53.0788944,0,8.078894400000003,45.0,17.953098666666673
f345,Infubinol,Male,23,26,30,54.36379731,1,9.363797310000002,45.0,20.808438466666672
f345,Infubinol,Male,23,26,35,56.52332726,1,11.523327260000002,45.0,25.607393911111114
f345,Infubinol,Male,23,26,40,58.3155925,1,13.315592500000001,45.0,29.59020555555556
f345,Infubinol,Male,23,26,45,60.91876652,1,15.918766519999998,45.0,35.37503671111111
f394,Zoniferol,Male,19,30,0,45.0,0,0.0,45.0,0.0
f394,Zoniferol,Male,19,30,5,47.03309963,0,2.0330996300000024,45.0,4.517999177777783
f436,Ceftamin,Female,3,25,0,45.0,0,0.0,45.0,0.0
f436,Ceftamin,Female,3,25,5,46.37079759,1,1.3707975900000022,45.0,3.0462168666666716
f436,Ceftamin,Female,3,25,10,48.14697758,2,3.146977579999998,45.0,6.993283511111106
f436,Ceftamin,Female,3,25,15,48.72207785,2,3.722077849999998,45.0,8.271284111111108
f545,Zoniferol,Female,20,26,0,45.0,0,0.0,45.0,0.0
f545,Zoniferol,Female,20,26,5,46.56581263,0,1.5658126300000035,45.0,3.47958362222223
f545,Zoniferol,Female,20,26,10,51.07251225,0,6.072512250000003,45.0,13.494471666666671
f545,Zoniferol,Female,20,26,15,53.94554429,1,8.94554429,45.0,19.878987311111114
f545,Zoniferol,Female,20,26,20,58.84118888,1,13.841188879999997,45.0,30.758197511111106
f545,Zoniferol,Female,20,26,25,60.25348139,1,15.253481389999997,45.0,33.89662531111111
f545,Zoniferol,Female,20,26,30,65.89398607,1,20.893986069999997,45.0,46.43108015555555
f545,Zoniferol,Female,20,26,35,66.74292417,1,21.742924169999995,45.0,48.31760926666666
f545,Zoniferol,Female,20,26,40,71.10811835,1,26.108118349999998,45.0,58.01804077777777
f545,Zoniferol,Female,20,26,45,73.32443228,1,28.324432279999996,45.0,62.943182844444436
f932,Ketapril,Male,15,29,0,45.0,0,0.0,45.0,0.0
f993,Naftisol,Male,21,28,0,45.0,0,0.0,45.0,0.0
f993,Naftisol,Male,21,28,5,46.39575966,0,1.395759660000003,45.0,3.10168813333334
f993,Naftisol,Male,21,28,10,48.18537323,0,3.1853732300000033,45.0,7.078607177777785
f993,Naftisol,Male,21,28,15,49.10697473,1,4.1069747299999975,45.0,9.126610511111105
f993,Naftisol,Male,21,28,20,52.07951009,1,7.079510089999999,45.0,15.732244644444442
g107,Ketapril,Female,2,29,0,45.0,0,0.0,45.0,0.0
g107,Ketapril,Female,2,29,5,48.79166496,0,3.7916649599999985,45.0,8.42592213333333
g107,Ketapril,Female,2,29,10,53.43598668,0,8.43598668,45.0,18.746637066666665
g107,Ketapril,Female,2,29,15,58.13554485,0,13.135544850000002,45.0,29.19009966666667
g107,Ketapril,Female,2,29,20,62.70603145,0,17.706031449999998,45.0,39.34673655555555
g107,Ketapril,Female,2,29,25,64.66362579,0,19.663625789999998,45.0,43.69694619999999
g107,Ketapril,Female,2,29,30,69.16051982,0,24.160519820000005,45.0,53.69004404444445
g107,Ketapril,Female,2,29,35,71.90511721,0,26.90511721,45.0,59.78914935555556
g296,Zoniferol,Female,14,29,0,45.0,0,0.0,45.0,0.0
g296,Zoniferol,Female,14,29,5,46.59323337,0,1.59323337,45.0,3.5405186000000004
g296,Zoniferol,Female,14,29,10,48.26950861,0,3.2695086100000026,45.0,7.265574688888894
g296,Zoniferol,Female,14,29,15,49.65324404,1,4.653244039999997,45.0,10.340542311111104
g296,Zoniferol,Female,14,29,20,51.4471183,2,6.4471183,45.0,14.326929555555553
g296,Zoniferol,Female,14,29,25,55.6701066,3,10.670106599999997,45.0,23.711347999999994
g296,Zoniferol,Female,14,29,30,57.99770642,3,12.99770642,45.0,28.883792044444444
g296,Zoniferol,Female,14,29,35,60.38451978,4,15.384519779999998,45.0,34.18782173333333
g296,Zoniferol,Female,14,29,40,62.22191493,4,17.221914929999997,45.0,38.27092206666666
g296,Zoniferol,Female,14,29,45,68.16319517,4,23.163195169999995,45.0,51.47376704444443
g497,Ketapril,Male,19,28,0,45.0,0,0.0,45.0,0.0
g497,Ketapril,Male,19,28,5,48.78206878,0,3.782068780000003,45.0,8.404597288888896
g497,Ketapril,Male,19,28,10,49.6470865,0,4.6470865,45.0,10.32685888888889
g497,Ketapril,Male,19,28,15,53.64616804,1,8.64616804,45.0,19.213706755555553
g497,Ketapril,Male,19,28,20,55.09699356,1,10.096993560000001,45.0,22.43776346666667
g497,Ketapril,Male,19,28,25,57.52444611,2,12.52444611,45.0,27.832102466666665
g497,Ketapril,Male,19,28,30,61.108186,2,16.108186000000003,45.0,35.79596888888889
g497,Ketapril,Male,19,28,35,64.0948893,2,19.094889300000006,45.0,42.43308733333335
g497,Ketapril,Male,19,28,40,67.74281406,2,22.74281406,45.0,50.5395868
g497,Ketapril,Male,19,28,45,69.87225079,2,24.872250789999995,45.0,55.271668422222206
g558,Propriva,Male,8,29,0,45.0,0,0.0,45.0,0.0
g558,Propriva,Male,8,29,5,46.18874193,0,1.188741929999999,45.0,2.641648733333331
g558,Propriva,Male,8,29,10,50.09475382,0,5.094753820000001,45.0,11.321675155555559
g558,Propriva,Male,8,29,15,51.007258,0,6.007258,45.0,13.349462222222222
g558,Propriva,Male,8,29,20,55.09009691,1,10.09009691,45.0,22.422437577777778
g558,Propriva,Male,8,29,25,55.75408257,2,10.754082570000001,45.0,23.89796126666667
g558,Propriva,Male,8,29,30,58.95282911,3,13.952829110000003,45.0,31.00628691111112
g558,Propriva,Male,8,29,35,60.86215883,4,15.862158829999998,45.0,35.24924184444444
g558,Propriva,Male,8,29,40,61.77496268,4,16.77496268,45.0,37.27769484444445
g570,Propriva,Male,16,29,0,45.0,0,0.0,45.0,0.0
g570,Propriva,Male,16,29,5,47.65642436,1,2.6564243600000026,45.0,5.90316524444445
g570,Propriva,Male,16,29,10,49.18823167,1,4.18823167,45.0,9.30718148888889
g570,Propriva,Male,16,29,15,52.6826954,1,7.6826954,45.0,17.072656444444444
g570,Propriva,Male,16,29,20,54.64329541,1,9.64329541,45.0,21.429545355555558
g570,Propriva,Male,16,29,25,56.8494056,1,11.849405599999997,45.0,26.332012444444437
g570,Propriva,Male,16,29,30,60.32871705,1,15.328717050000002,45.0,34.06381566666667
g570,Propriva,Male,16,29,35,62.3304204,2,17.3304204,45.0,38.51204533333333
g570,Propriva,Male,16,29,40,68.52585616,2,23.525856160000004,45.0,52.27968035555557
g570,Propriva,Male,16,29,45,70.49278763,2,25.492787629999995,45.0,56.65063917777776
g867,Stelasyn,Female,9,25,0,45.0,0,0.0,45.0,0.0
g867,Stelasyn,Female,9,25,5,46.88074916,0,1.8807491600000006,45.0,4.179442577777779
g867,Stelasyn,Female,9,25,10,48.18340167,0,3.183401670000002,45.0,7.074225933333338
g867,Stelasyn,Female,9,25,15,51.06041924,1,6.060419240000002,45.0,13.467598311111114
h246,Ketapril,Male,13,30,0,45.0,0,0.0,45.0,0.0
h246,Ketapril,Male,13,30,5,49.47041702,0,4.470417019999999,45.0,9.934260044444443
h246,Ketapril,Male,13,30,10,51.36886216,1,6.368862159999999,45.0,14.15302702222222
